ID_Credito,Modelo,Monto_prestamo,EntidadFederativa,ActividadEconomica,FLG_Empleo,IngresoMensual,Propiedad_Casa,Default_Crediticio,,,
2334111,MARCH,156100,ESTADO DE MEXICO,TAXISTA,0,18500,PROPIETARIO,0,,,
2335114,URVAN,445310,PUEBLA,TAXISTA,0,70000,PROPIETARIO,0,,,
2336003,VERSA,228301,COAHUILA,EMPLEADO PRIVADO,0,17000,FAMILIA O PADRES,0,,,
2337110,VERSA,250301,MORELOS,EMPLEADO PRIVADO,0,15000,PROPIETARIO,0,,,
2338078,MARCH,226901,CIUDAD DE MEXICO,EMPLEADO DE GOBIERNO,0,15000,FAMILIA O PADRES,0,,,
2338096,VERSA,246201,JALISCO,TAXISTA,0,35000,FAMILIA O PADRES,0,,,
2339007,MARCH,199301,MORELOS,NEGOCIO PROPIO,0,1000,PROPIETARIO,0,,,
2339045,MARCH,188801,VERACRUZ,TAXISTA,0,26000,PROPIETARIO,0,,,
2339086,VERSA,255801,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,9130.09,FAMILIA O PADRES,0,,,
2339116,MARCH,199301,VERACRUZ,TAXISTA,0,38000,PROPIETARIO,0,,,
2341022,VERSA,255602,JALISCO,EMPLEADO PRIVADO,0,3000,PROPIETARIO,0,,,
2341034,MARCH,166704,PUEBLA,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
2341102,VERSA,217601,MORELOS,TAXISTA,0,1800,FAMILIA O PADRES,0,,,
2343055,VERSA,289601,JALISCO,EMPLEADO PRIVADO,0,29000,FAMILIA O PADRES,0,,,
2344044,VERSA,217601,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2344086,MARCH,211902,TAMAULIPAS,TAXISTA,0,23000,FAMILIA O PADRES,0,,,
2345026,MARCH,179901,CHIAPAS,TAXISTA,0,18000,PROPIETARIO,0,,,
2346035,VERSA,255602,ESTADO DE MEXICO,TAXISTA,0,29000,PROPIETARIO,0,,,
2347028,MARCH,236201,JALISCO,ECONOMIA INFORMAL,0,0,RENTADA,0,,,
2347029,MARCH,211902,TAMAULIPAS,TAXISTA,0,10000,PROPIETARIO,0,,,
2347037,NP300,288301,OAXACA,EMPLEADO PRIVADO,0,4800,RENTADA,0,,,
2348051,VERSA,229801,JALISCO,EMPLEADO PRIVADO,0,23400,FAMILIA O PADRES,0,,,
2349053,VERSA,206602,JALISCO,ECONOMIA INFORMAL,0,22000,RENTADA,0,,,
2352012,VERSA,255602,JALISCO,TAXISTA,0,28000,PROPIA (PAGANDO),0,,,
2352020,VERSA,228200,BAJA CALIFORNIA SUR,NEGOCIO PROPIO,0,40000,FAMILIA O PADRES,0,,,
2352124,MARCH,189902,HIDALGO,TAXISTA,0,18000,PROPIETARIO,0,,,
2353010,VERSA,222001,VERACRUZ,TAXISTA,0,16500,PROPIETARIO,0,,,
2353015,VERSA,218500,SAN LUIS POTOSI,TAXISTA,0,28000,PROPIETARIO,0,,,
2353054,MARCH,211902,TAMAULIPAS,TAXISTA,0,22000,PROPIETARIO,0,,,
2353063,URVAN,447400,ESTADO DE MEXICO,EMPLEADO DE GOBIERNO,0,23000,FAMILIA O PADRES,0,,,
2354016,MARCH,211902,TAMAULIPAS,TAXISTA,0,22000,PROPIETARIO,0,,,
2354056,MARCH,189902,TAMAULIPAS,TAXISTA,0,30258.42,PROPIETARIO,0,,,
2354125,MARCH,171100,ESTADO DE MEXICO,TAXISTA,0,18000,PROPIETARIO,0,,,
2355077,MARCH,264701,PUEBLA,TAXISTA,0,26000,PROPIETARIO,0,,,
2356114,VERSA,266201,SONORA,TAXISTA,0,25000,PROPIA (PAGANDO),0,,,
2357012,VERSA,217601,GUERRERO,TAXISTA,0,18000,PROPIETARIO,0,,,
2357039,MARCH,189902,VERACRUZ,EMPLEADO PRIVADO,0,9000,PROPIETARIO,0,,,
2357056,MARCH,211902,CIUDAD DE MEXICO,TAXISTA,0,35000,RENTADA,0,,,
2357073,VERSA,218500,QUERETARO,EMPLEADO PRIVADO,0,18000,PROPIETARIO,0,,,
2357113,MARCH,211902,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,34000,PROPIETARIO,0,,,
2358014,SENTRA,296501,JALISCO,EMPLEADO PRIVADO,0,1600,FAMILIA O PADRES,0,,,
2360082,MARCH,211902,TAMAULIPAS,TAXISTA,0,22000,PROPIA (PAGANDO),0,,,
2360105,MARCH,211902,TAMAULIPAS,TAXISTA,0,15500,PROPIETARIO,0,,,
2361010,VERSA,217601,MORELOS,TAXISTA,0,25000,PROPIETARIO,0,,,
2362059,VERSA,251801,SONORA,NEGOCIO PROPIO,0,24000,FAMILIA O PADRES,0,,,
2362071,VERSA,215701,CHIAPAS,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
2363024,MARCH,189902,CHIHUAHUA,EMPLEADO PRIVADO,0,14000,PROPIETARIO,0,,,
2363068,SENTRA,296501,JALISCO,EMPLEADO PRIVADO,0,24000,RENTADA,0,,,
2364036,VERSA,248000,ESTADO DE MEXICO,TAXISTA,0,22500,PROPIETARIO,0,,,
2364095,VERSA,223700,PUEBLA,TAXISTA,0,45000,PROPIETARIO,0,,,
2365076,VERSA,218500,CIUDAD DE MEXICO,TAXISTA,0,18500,FAMILIA O PADRES,0,,,
2366060,MARCH,171100,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,16000,FAMILIA O PADRES,0,,,
2366096,MARCH,211902,DURANGO,EMPLEADO PRIVADO,0,10000,PROPIA (PAGANDO),0,,,
2367073,URVAN,447400,ESTADO DE MEXICO,TAXISTA,0,40000,FAMILIA O PADRES,0,,,
2367107,VERSA,285201,BAJA CALIFORNIA SUR,EMPLEADO PRIVADO,0,17843,RENTADA,0,,,
2367122,VERSA,269100,JALISCO,ECONOMIA INFORMAL,0,30000,PROPIA (PAGANDO),0,,,
2368119,VERSA,234700,BAJA CALIFORNIA NORTE,TAXISTA,0,15000,PROPIA (PAGANDO),0,,,
2369069,URVAN,412400,HIDALGO,TAXISTA,0,48000,PROPIETARIO,0,,,
2369097,VERSA,234700,CIUDAD DE MEXICO,TAXISTA,0,11000,FAMILIA O PADRES,0,,,
2370007,URVAN,412400,HIDALGO,TAXISTA,0,0,PROPIETARIO,0,,,
2371004,URVAN,447400,ESTADO DE MEXICO,TAXISTA,0,5100,PROPIETARIO,0,,,
2371093,VERSA,251801,CIUDAD DE MEXICO,TAXISTA,0,270,FAMILIA O PADRES,0,,,
2372001,VERSA,255801,ESTADO DE MEXICO,TAXISTA,0,20000,FAMILIA O PADRES,0,,,
2372081,VERSA,251801,JALISCO,EMPLEADO PRIVADO,0,25000,RENTADA,0,,,
2373042,MARCH,228200,MICHOACAN,TAXISTA,0,35000,FAMILIA O PADRES,0,,,
2374011,MARCH,233900,JALISCO,EMPLEADO PRIVADO,0,1300,FAMILIA O PADRES,0,,,
2375069,MARCH,229801,COLIMA,EMPLEADO PRIVADO,0,42812,FAMILIA O PADRES,0,,,
2376087,MARCH,228200,MICHOACAN,TAXISTA,0,25000,PROPIETARIO,0,,,
2376107,SENTRA,257800,QUERETARO,EMPLEADO PRIVADO,0,36000,PROPIA (PAGANDO),0,,,
2376114,VERSA,275400,GUANAJUATO,TAXISTA,0,3300,FAMILIA O PADRES,0,,,
2377084,MARCH,211902,VERACRUZ,TAXISTA,0,19500,PROPIETARIO,0,,,
2378088,MARCH,216700,QUERETARO,EMPLEADO PRIVADO,0,30000,FAMILIA O PADRES,0,,,
2378092,VERSA,272001,CIUDAD DE MEXICO,EMPLEADO DE GOBIERNO,0,28000,PROPIETARIO,0,,,
2379003,VERSA,248000,SONORA,TAXISTA,0,24000,FAMILIA O PADRES,0,,,
2379026,MARCH,216700,ESTADO DE MEXICO,TAXISTA,0,22500,PROPIETARIO,0,,,
2379069,VERSA,225933,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2381008,VERSA,186700,VERACRUZ,EMPLEADO PRIVADO,0,26000,FAMILIA O PADRES,0,,,
2381090,VERSA,186700,PUEBLA,EMPLEADO DE GOBIERNO,0,18080,PROPIETARIO,0,,,
2383060,MARCH,189702,CHIAPAS,TAXISTA,0,18000,PROPIETARIO,0,,,
2383076,VERSA,275400,CIUDAD DE MEXICO,TAXISTA,0,1,FAMILIA O PADRES,0,,,
2383106,MARCH,211402,CHIAPAS,TAXISTA,0,27000,PROPIETARIO,0,,,
2384052,MARCH,206602,HIDALGO,TAXISTA,0,30000,FAMILIA O PADRES,0,,,
2385006,URVAN,447400,ESTADO DE MEXICO,TAXISTA,0,35000,PROPIETARIO,0,,,
2385041,VERSA,229801,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,0,FAMILIA O PADRES,0,,,
2385046,MARCH,211902,TAMAULIPAS,TAXISTA,0,22000,PROPIETARIO,0,,,
2385062,SENTRA,278300,MICHOACAN,TAXISTA,0,1,PROPIETARIO,0,,,
2386011,MARCH,194600,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2387035,MARCH,228200,ESTADO DE MEXICO,TAXISTA,0,21000,PROPIETARIO,0,,,
2388035,URVAN,427300,HIDALGO,TAXISTA,0,40000,FAMILIA O PADRES,0,,,
2388037,MARCH,172000,ZACATECAS,NEGOCIO PROPIO,0,50000,PROPIETARIO,0,,,
2388077,VERSA,270000,OAXACA,NEGOCIO PROPIO,0,6500,PROPIETARIO,0,,,
2388098,VERSA,223100,CHIHUAHUA,EMPLEADO PRIVADO,0,100000,PROPIETARIO,0,,,
2388125,NP300,413300,ZACATECAS,OTROS,0,25000,PROPIETARIO,0,,,
2391051,URVAN,462300,ESTADO DE MEXICO,TAXISTA,0,36000,PROPIETARIO,0,,,
2392051,MARCH,216600,DURANGO,TAXISTA,0,19000,PROPIETARIO,0,,,
2393060,VERSA,270000,HIDALGO,TAXISTA,0,25000,PROPIETARIO,0,,,
2394064,VERSA,272400,CAMPECHE,NEGOCIO PROPIO,0,50000,PROPIETARIO,0,,,
2395010,MARCH,175400,VERACRUZ,TAXISTA,0,21000,PROPIETARIO,0,,,
2395049,VERSA,256400,ESTADO DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2395070,VERSA,228200,SONORA,EMPLEADO DE GOBIERNO,0,17860,FAMILIA O PADRES,0,,,
2396013,VERSA,239900,GUANAJUATO,TAXISTA,0,25000,PROPIETARIO,0,,,
2396101,VERSA,248601,JALISCO,NEGOCIO PROPIO,0,25000,FAMILIA O PADRES,0,,,
2396108,VERSA,223700,CIUDAD DE MEXICO,TAXISTA,0,22000,PROPIETARIO,0,,,
2397096,MARCH,179600,VERACRUZ,TAXISTA,0,16000,PROPIETARIO,0,,,
2397116,VERSA,223700,PUEBLA,TAXISTA,0,25000,PROPIETARIO,0,,,
2397118,MARCH,194600,CHIAPAS,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
2398013,VERSA,272400,COAHUILA,TAXISTA,0,19000,PROPIETARIO,0,,,
2400085,VERSA,272400,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,22838.84,FAMILIA O PADRES,0,,,
2401033,MARCH,216600,VERACRUZ,TAXISTA,0,1950,PROPIETARIO,0,,,
2402008,VERSA,296501,JALISCO,EMPLEADO PRIVADO,0,3500,RENTADA,0,,,
2402058,VERSA,266201,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,22000,PROPIETARIO,0,,,
2403059,VERSA,289601,CIUDAD DE MEXICO,TAXISTA,0,3000,FAMILIA O PADRES,0,,,
2403082,VERSA,278300,JALISCO,ECONOMIA INFORMAL,0,5000,PROPIETARIO,0,,,
2404001,VERSA,300601,JALISCO,EMPLEADO DE GOBIERNO,0,37000,FAMILIA O PADRES,0,,,
2404100,MARCH,189702,MORELOS,TAXISTA,0,25000,PROPIETARIO,0,,,
2405010,VERSA,267700,JALISCO,EMPLEADO PRIVADO,0,9000,RENTADA,0,,,
2405050,NP300,451600,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,32000,PROPIETARIO,0,,,
2405101,VERSA,243100,CHIHUAHUA,ECONOMIA INFORMAL,0,20000,FAMILIA O PADRES,0,,,
2407011,VERSA,211402,VERACRUZ,TAXISTA,0,0,PROPIETARIO,0,,,
2407117,VERSA,228200,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2408026,VERSA,305900,CIUDAD DE MEXICO,EMPLEADO DE GOBIERNO,0,15300,PROPIETARIO,0,,,
2408036,VERSA,273200,GUANAJUATO,NEGOCIO PROPIO,0,65000,FAMILIA O PADRES,0,,,
2408053,MARCH,242100,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,15000,FAMILIA O PADRES,0,,,
2408106,VERSA,289000,SAN LUIS POTOSI,ECONOMIA INFORMAL,0,2800,PROPIETARIO,0,,,
2409017,VERSA,258700,SINALOA,EMPLEADO PRIVADO,0,30314.54,PROPIETARIO,0,,,
2410073,MARCH,221100,MORELOS,TAXISTA,0,22000,PROPIETARIO,0,,,
2410105,MARCH,221100,VERACRUZ,TAXISTA,0,15000,PROPIETARIO,0,,,
2410122,VERSA,228200,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2411023,VERSA,273200,ESTADO DE MEXICO,TAXISTA,0,3000,FAMILIA O PADRES,0,,,
2411114,MARCH,221100,VERACRUZ,TAXISTA,0,15000,PROPIETARIO,0,,,
2412018,VERSA,299400,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,22000,PROPIETARIO,0,,,
2414036,VERSA,229801,CHIAPAS,TAXISTA,0,20000,PROPIETARIO,0,,,
2415085,VERSA,273200,JALISCO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2415097,VERSA,296501,JALISCO,EMPLEADO PRIVADO,0,2200,PROPIETARIO,0,,,
2416080,VERSA,244000,SONORA,NEGOCIO PROPIO,0,25000,FAMILIA O PADRES,0,,,
2416097,URVAN,468700,TLAXCALA,EMPLEADO PRIVADO,0,49300,PROPIETARIO,0,,,
2417054,MARCH,211902,TAMAULIPAS,TAXISTA,0,22000,PROPIA (PAGANDO),0,,,
2417107,VERSA,260600,ESTADO DE MEXICO,TAXISTA,0,2014,PROPIETARIO,0,,,
2417116,VERSA,166000,SONORA,OTROS,0,30000,PROPIA (PAGANDO),0,,,
2420031,NP300,427500,ZACATECAS,OTROS,0,0,PROPIETARIO,0,,,
2421013,VERSA,273200,JALISCO,NEGOCIO PROPIO,0,35000,FAMILIA O PADRES,0,,,
2421023,MARCH,214596,VERACRUZ,TAXISTA,0,19000,FAMILIA O PADRES,0,,,
2421046,VERSA,271000,JALISCO,EMPLEADO PRIVADO,0,2200,PROPIETARIO,0,,,
2421047,VERSA,221100,VERACRUZ,TAXISTA,0,20000,PROPIETARIO,0,,,
2422031,MARCH,180700,VERACRUZ,TAXISTA,0,25000,PROPIETARIO,0,,,
2422108,MARCH,221100,MORELOS,TAXISTA,0,2000,FAMILIA O PADRES,0,,,
2423102,NP300,338900,VERACRUZ,ECONOMIA INFORMAL,0,8340.2,PROPIETARIO,0,,,
2424012,VERSA,292800,JALISCO,EMPLEADO PRIVADO,0,2500,RENTADA,0,,,
2424032,VERSA,289800,TAMAULIPAS,EMPLEADO PRIVADO,0,24389.84,PROPIA (PAGANDO),0,,,
2425124,VERSA,221100,CHIAPAS,TAXISTA,0,18000,PROPIETARIO,0,,,
2426096,VERSA,244000,TABASCO,NEGOCIO PROPIO,0,95000,PROPIETARIO,0,,,
2427008,VERSA,260600,JALISCO,NEGOCIO PROPIO,0,30000,PROPIETARIO,0,,,
2427069,VERSA,289800,CIUDAD DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2427080,URVAN,468396,ESTADO DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2427116,VERSA,263520,ESTADO DE MEXICO,ECONOMIA INFORMAL,0,40000,PROPIETARIO,0,,,
2428041,VERSA,292800,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,26000,FAMILIA O PADRES,0,,,
2428118,MARCH,179280,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2429002,VERSA,263520,ESTADO DE MEXICO,TAXISTA,0,2500,PROPIETARIO,0,,,
2429079,URVAN,468396,CIUDAD DE MEXICO,OTROS,0,4500,FAMILIA O PADRES,0,,,
2429124,URVAN,476712,ESTADO DE MEXICO,TAXISTA,0,37000,FAMILIA O PADRES,0,,,
2430111,MARCH,216100,GUANAJUATO,EMPLEADO DE GOBIERNO,0,20700,FAMILIA O PADRES,0,,,
2431021,MARCH,238600,MORELOS,ECONOMIA INFORMAL,0,25000,PROPIETARIO,0,,,
2431031,NP300,357900,ESTADO DE MEXICO,NEGOCIO PROPIO,0,60000,PROPIETARIO,0,,,
2431045,VERSA,291700,TAMAULIPAS,NEGOCIO PROPIO,0,66100,FAMILIA O PADRES,0,,,
2431101,VERSA,263520,QUERETARO,EMPLEADO PRIVADO,0,6000,PROPIETARIO,0,,,
2431122,VERSA,282200,PUEBLA,NEGOCIO PROPIO,0,46280,PROPIETARIO,0,,,
2432038,VERSA,267700,CIUDAD DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2432041,VERSA,280600,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,3000,PROPIETARIO,0,,,
2432070,VERSA,254100,GUANAJUATO,NEGOCIO PROPIO,0,20000,PROPIA (PAGANDO),0,,,
2432125,MARCH,214596,VERACRUZ,TAXISTA,0,23500,PROPIETARIO,0,,,
2433068,URVAN,482436,MICHOACAN,TAXISTA,0,35000,PROPIETARIO,0,,,
2433084,URVAN,482436,ESTADO DE MEXICO,TAXISTA,0,0,FAMILIA O PADRES,0,,,
2433110,VERSA,297400,JALISCO,EMPLEADO PRIVADO,0,27000,PROPIETARIO,0,,,
2433112,VERSA,271000,TAMAULIPAS,EMPLEADO PRIVADO,0,21000,FAMILIA O PADRES,0,,,
2434043,MARCH,185200,CHIHUAHUA,EMPLEADO PRIVADO,0,14500,PROPIA (PAGANDO),0,,,
2435014,MARCH,221184,TAMAULIPAS,EMPLEADO PRIVADO,0,18000,PROPIETARIO,0,,,
2435016,VERSA,274300,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,25000,FAMILIA O PADRES,0,,,
6987004,MARCH,241700,JALISCO,ECONOMIA INFORMAL,0,15000,PROPIA (PAGANDO),0,,,
8589012,VERSA,218500,CIUDAD DE MEXICO,TAXISTA,0,3500,FAMILIA O PADRES,0,,,
8592046,VERSA,211400,MICHOACAN,TAXISTA,0,2500,FAMILIA O PADRES,0,,,
8592048,MARCH,210801,TAMAULIPAS,TAXISTA,0,22000,PROPIETARIO,0,,,
8592080,MARCH,156100,TAMAULIPAS,TAXISTA,0,22000,FAMILIA O PADRES,0,,,
8594027,MARCH,179901,VERACRUZ,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
8596045,VERSA,223700,VERACRUZ,TAXISTA,0,0,PROPIETARIO,0,,,
8596054,VERSA,229801,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
8596085,MARCH,189902,VERACRUZ,EMPLEADO PRIVADO,0,13500,PROPIETARIO,0,,,
8597036,MARCH,218600,DURANGO,EMPLEADO PRIVADO,0,1000,PROPIETARIO,0,,,
8598048,MARCH,166000,CHIAPAS,TAXISTA,0,5000,PROPIETARIO,0,,,
8598074,MARCH,161700,BAJA CALIFORNIA NORTE,EMPLEADO PRIVADO,0,8000,PROPIETARIO,0,,,
2305002,MARCH,201901,MORELOS,TAXISTA,0,18000,PROPIETARIO,0,,,
2310057,VERSA,235900,GUANAJUATO,EMPLEADO PRIVADO,0,6600,PROPIETARIO,0,,,
2311035,VERSA,255602,ESTADO DE MEXICO,NEGOCIO PROPIO,0,6000,FAMILIA O PADRES,0,,,
2311036,MARCH,227200,CHIHUAHUA,EMPLEADO PRIVADO,0,25000,PROPIETARIO,0,,,
2311045,VERSA,245301,MICHOACAN,TAXISTA,0,380,FAMILIA O PADRES,0,,,
2311065,VERSA,210201,JALISCO,ECONOMIA INFORMAL,0,19000,PROPIETARIO,0,,,
2311101,URVAN,442700,ESTADO DE MEXICO,TAXISTA,0,38000,FAMILIA O PADRES,0,,,
2313041,VERSA,247700,ESTADO DE MEXICO,EMPLEADO DE GOBIERNO,0,30000,FAMILIA O PADRES,0,,,
2315008,URVAN,442700,ESTADO DE MEXICO,EMPLEADO DE GOBIERNO,0,15000,PROPIETARIO,0,,,
2315116,VERSA,205902,VERACRUZ,TAXISTA,0,18000,PROPIETARIO,0,,,
2315125,VERSA,247700,JALISCO,OTROS,0,21000,RENTADA,0,,,
2316035,MARCH,179901,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,16000,PROPIETARIO,0,,,
2316051,MARCH,201901,ESTADO DE MEXICO,TAXISTA,0,22000,PROPIETARIO,0,,,
2316073,SENTRA,272001,PUEBLA,TAXISTA,0,5000,PROPIETARIO,0,,,
2316079,VERSA,247700,MICHOACAN,TAXISTA,0,25000,PROPIETARIO,0,,,
2316083,MARCH,162802,SINALOA,NEGOCIO PROPIO,0,25000,FAMILIA O PADRES,0,,,
2319111,MARCH,201901,MORELOS,EMPLEADO PRIVADO,0,8000,RENTADA,0,,,
2321041,SENTRA,287000,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,1450,RENTADA,0,,,
2321070,SENTRA,289601,JALISCO,EMPLEADO PRIVADO,0,3500,RENTADA,0,,,
2321114,VERSA,211400,PUEBLA,ECONOMIA INFORMAL,0,25000,PROPIETARIO,0,,,
2322001,VERSA,272001,ESTADO DE MEXICO,TAXISTA,0,360000,PROPIETARIO,0,,,
2322026,VERSA,250301,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2323090,MARCH,201901,MORELOS,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
2323115,VERSA,250301,PUEBLA,EMPLEADO DE GOBIERNO,0,14000,PROPIETARIO,0,,,
2324022,MARCH,215701,TAMAULIPAS,TAXISTA,0,19000,FAMILIA O PADRES,0,,,
2324098,VERSA,206001,SAN LUIS POTOSI,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
2325006,VERSA,211400,MORELOS,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2325094,MARCH,166704,GUANAJUATO,NEGOCIO PROPIO,0,13000,FAMILIA O PADRES,0,,,
2325115,VERSA,250301,JALISCO,ECONOMIA INFORMAL,0,18000,FAMILIA O PADRES,0,,,
2326117,NP300,396301,SONORA,NEGOCIO PROPIO,0,280000,PROPIA (PAGANDO),0,,,
2328044,MARCH,210202,VERACRUZ,TAXISTA,0,190,PROPIETARIO,0,,,
2329082,MARCH,201901,MORELOS,EMPLEADO PRIVADO,0,5000,RENTADA,0,,,
2329086,VERSA,189400,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,14000,PROPIETARIO,0,,,
2329089,MARCH,210801,TAMAULIPAS,TAXISTA,0,19000,FAMILIA O PADRES,0,,,
2330013,MARCH,210202,ESTADO DE MEXICO,TAXISTA,0,24000,PROPIETARIO,0,,,
2330026,MARCH,210801,DURANGO,TAXISTA,0,16000,PROPIA (PAGANDO),0,,,
2330098,VERSA,272001,GUANAJUATO,TAXISTA,0,29300,PROPIETARIO,0,,,
2331068,MARCH,188801,VERACRUZ,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
2331095,MARCH,210801,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2331117,MARCH,179901,VERACRUZ,TAXISTA,0,25000,PROPIETARIO,0,,,
2332105,MARCH,201901,GUERRERO,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
2334098,MARCH,199301,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2334105,MARCH,272001,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,22000,FAMILIA O PADRES,0,,,
2335043,NP300,300601,JALISCO,NEGOCIO PROPIO,0,0,RENTADA,0,,,
2335070,VERSA,211400,JALISCO,EMPLEADO PRIVADO,0,23300,FAMILIA O PADRES,0,,,
2335110,MARCH,210801,MICHOACAN,TAXISTA,0,24000,PROPIETARIO,0,,,
2336041,MARCH,179901,VERACRUZ,TAXISTA,0,15000,PROPIETARIO,0,,,
2336054,MARCH,179901,VERACRUZ,TAXISTA,0,0,PROPIETARIO,0,,,
2336104,MARCH,179901,MICHOACAN,TAXISTA,0,18000,PROPIETARIO,0,,,
2338081,VERSA,210202,CHIAPAS,TAXISTA,0,19000,PROPIETARIO,0,,,
2339009,VERSA,229801,JALISCO,EMPLEADO PRIVADO,0,29000,FAMILIA O PADRES,0,,,
2339102,MARCH,201901,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,25000,FAMILIA O PADRES,0,,,
2340072,MARCH,210801,VERACRUZ,TAXISTA,0,16000,PROPIETARIO,0,,,
2340103,VERSA,211400,DURANGO,TAXISTA,0,19000,PROPIETARIO,0,,,
2340118,URVAN,445310,ESTADO DE MEXICO,TAXISTA,0,40000,PROPIETARIO,0,,,
2341061,MARCH,228200,MICHOACAN,TAXISTA,0,25000,PROPIA (PAGANDO),0,,,
2342073,VERSA,255801,JALISCO,TAXISTA,0,22000,PROPIA (PAGANDO),0,,,
2342086,VERSA,211402,MICHOACAN,TAXISTA,0,24000,FAMILIA O PADRES,0,,,
2342113,VERSA,248000,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,18600,FAMILIA O PADRES,0,,,
2344046,VERSA,217601,VERACRUZ,TAXISTA,0,20000,PROPIETARIO,0,,,
2345035,VERSA,251801,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2345061,VERSA,215701,CHIAPAS,TAXISTA,0,18000,PROPIETARIO,0,,,
2347053,VERSA,248000,VERACRUZ,TAXISTA,0,20000,PROPIETARIO,0,,,
2347054,MARCH,211402,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2347056,VERSA,272001,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2347104,VERSA,229801,BAJA CALIFORNIA NORTE,EMPLEADO PRIVADO,0,17000,RENTADA,0,,,
2349030,MARCH,211902,SONORA,NEGOCIO PROPIO,0,22000,PROPIETARIO,0,,,
2351044,NP300,343701,ESTADO DE MEXICO,ECONOMIA INFORMAL,0,45000,FAMILIA O PADRES,0,,,
2351068,MARCH,211902,VERACRUZ,TAXISTA,0,19500,FAMILIA O PADRES,0,,,
2351103,VERSA,251801,ESTADO DE MEXICO,TAXISTA,0,32000,FAMILIA O PADRES,0,,,
2352005,VERSA,217601,VERACRUZ,TAXISTA,0,21000,FAMILIA O PADRES,0,,,
2352080,VERSA,251801,MORELOS,TAXISTA,0,25000,PROPIETARIO,0,,,
2354077,VERSA,251801,VERACRUZ,TAXISTA,0,2500,PROPIETARIO,0,,,
2354103,VERSA,255801,ESTADO DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2355025,VERSA,201700,SONORA,TAXISTA,0,30000,RENTADA,0,,,
2356004,VERSA,248000,ESTADO DE MEXICO,TAXISTA,0,22500,PROPIETARIO,0,,,
2356059,VERSA,223700,JALISCO,EMPLEADO PRIVADO,0,16000,FAMILIA O PADRES,0,,,
2357010,VERSA,195601,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,14000,PROPIETARIO,0,,,
2357059,VERSA,217601,GUERRERO,TAXISTA,0,1800,FAMILIA O PADRES,0,,,
2357081,MARCH,179901,JALISCO,EMPLEADO PRIVADO,0,8000,RENTADA,0,,,
2357122,MARCH,211902,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,26500,PROPIETARIO,0,,,
2358089,SENTRA,264701,AGUASCALIENTES.,OTROS,0,80000,PROPIETARIO,0,,,
2359101,MARCH,179901,VERACRUZ,TAXISTA,0,15000,PROPIETARIO,0,,,
